,actorID,movieID
495,2039,110416
496,58068,110416
497,83278,110416
498,37169,110416
499,380,103
500,1038,103
501,13,103
502,1037,103
503,1036,103
504,76788,334543
505,108916,334543
506,1371,334543
507,2227,334543
508,566882,237791
509,566884,237791
510,1054884,237791
511,12446,935
512,862,935
513,3088,935
514,4966,935
515,14253,935
516,3084,654
517,9857,654
518,5248,654
519,522,654
520,2094,832
521,12322,832
522,12323,832
523,12324,832
524,79,832
525,6968,1124
526,3894,1124
527,3895,1124
528,1245,1124
529,1333,1124
530,7450,11878
531,70131,11878
532,70811,11878
533,33761,11878
534,3380,10242
535,31550,10242
536,24811,10242
537,66712,10242
538,8741,614
539,6657,614
540,8742,614
541,6649,614
542,8635,961
543,14419,961
544,14420,961
545,14421,961
546,60073,264644
547,1277188,264644
548,11148,264644
549,3905,264644
550,144160,264644
551,37505,29264
552,31599,29264
553,105130,29264
554,105142,29264
555,13848,28978
556,147962,28978
557,147963,28978
558,120701,28978
559,120019,160885
560,120020,160885
561,120025,160885
562,7543,160885
563,561869,470044
564,35705,470044
565,62649,470044
566,1680339,470044
567,4238,470044
568,13294,872
569,13295,872
570,8857,872
571,13296,872
572,4110,289
573,4111,289
574,4112,289
575,4113,289
576,3001,289
577,258,354912
578,4589,354912
579,10402,354912
580,154004,354912
581,5676,439
582,5961,439
583,5682,439
584,5962,439
585,5963,439
586,6193,1422
587,1892,1422
588,514,1422
589,13240,1422
590,8349,1422
591,1158,111
592,1159,111
593,1160,111
594,1161,111
595,1162,111
596,69637,10997
597,643,10997
598,65277,10997
599,76913,10997
600,54693,50014
601,19492,50014
602,6944,50014
603,18997,50014
604,83002,50014
605,52763,360814
606,287,16869
607,19119,16869
608,27319,16869
609,16847,16869
610,17288,16869
611,934,98
612,73421,98
613,935,98
614,936,98
615,194,98
616,40,15
617,7664,15
618,11029,15
619,14518,15
620,11028,15
621,78883,426426
622,1653,147
623,1654,147
624,1655,147
625,1658,147
626,82702,92060
627,926,92060
628,1905,92060
629,11856,7345
630,17142,7345
631,8785,7345
632,18916,7345
633,71580,205596
634,116,205596
635,1247,205596
636,139549,205596
637,85718,205596
638,7664,1092
639,15385,1092
640,40,1092
641,12726,1092
642,9874,1092
643,20738,11423
644,69378,11423
645,69379,11423
646,21687,11423
647,8654,600
648,2059,600
649,7132,600
650,8655,600
651,8656,600
652,7450,11712
653,70131,11712
654,70324,11712
655,7453,11712
656,31,857
657,3197,857
658,12833,857
659,12834,857
660,6163,857
661,1337,843
662,1338,843
663,2565,2721
664,18847,2721
665,1352,2721
666,20030,2721
667,17028,2721
668,4110,3090
669,19020,3090
670,14517,3090
671,30303,3090
672,14451,3090
673,83682,18438
674,108535,18438
675,1253449,18438
676,6193,11324
677,103,11324
678,2282,11324
679,1246,11324
680,1812,11324
681,10980,12445
682,10989,12445
683,10990,12445
684,4566,12445
685,5469,12445
686,16757,42229
687,5676,42229
688,17580,42229
689,6384,603
690,2975,603
691,530,603
692,1331,603
693,532,603
694,206,38
695,204,38
696,205,38
697,103,38
698,109,38
699,7450,1059
700,7454,1059
701,69335,1059
702,30907,1059
703,13848,28971
704,29545,28971
705,3363,28971
706,8635,28971
707,70131,11645
708,70132,11645
709,70133,11645
710,72607,11645
711,678,582
712,8196,582
713,8197,582
714,8198,582
715,8199,582
716,8487,595
717,8488,595
718,8489,595
719,2112,595
720,4420,307
721,4421,307
722,4422,307
723,1892,489
724,2157,489
725,880,489
726,1640,489
727,6613,489
728,3636,9277
729,4135,9277
730,8606,9277
731,1466,9277
732,4093,9277
733,2565,204
734,2566,204
735,2567,204
736,2568,204
737,37625,324786
738,65731,324786
739,4937,324786
740,972356,324786
741,20374,324786
742,920,387
743,5228,387
744,5229,387
745,5230,387
746,4924,387
747,4139,348
748,10205,348
749,5047,348
750,5048,348
751,5049,348
752,5048,655
753,2630,655
754,923,655
755,9892,655
756,9893,655
757,77498,46738
758,84573,46738
759,88592,46738
760,38526,46738
761,55512,1396
762,1090481,1396
763,1190992,1396
764,13710,1396
765,1019,103663
766,1350,110
767,1352,110
768,49025,110
769,26183,15244
770,1905,32085
771,1260745,83564
772,245,62
773,246,62
774,247,62
775,253,62
776,12147,821
777,13784,821
778,12149,821
779,2896,821
780,12150,821
781,5469,120467
782,1291350,120467
783,1164,120467
784,8789,120467
785,3490,120467
786,56830,11104
787,1337,11104
788,12671,11104
789,43661,11104
790,1090481,1394
791,38127,1394
792,9031,1394
793,150826,1394
794,4173,1955
795,5049,1955
796,10774,1955
797,11857,1955
798,13325,1955
799,9560,641
800,7499,641
801,6161,641
802,9562,641
803,4443,641
804,7124,521
805,4070,521
806,7125,521
807,5182,521
808,7682,521
809,18056,315465
810,104522,315465
811,1018944,315465
812,1454976,315465
813,52583,7347
814,52584,7347
815,52585,7347
816,52586,7347
817,469968,7347
818,1979,14
819,516,14
820,2155,14
821,8210,14
822,8211,14
823,66957,430424
824,14606,430424
825,93532,430424
826,17498,430424
827,23671,430424
828,206,37165
829,350,37165
830,11315,37165
831,11317,37165
832,11318,37165
833,11523,775
834,11645,775
835,854,1580
836,14504,1580
837,12497,1580
838,17660,1580
839,17661,1580
840,5402,19426
841,27440,19426
842,543085,19426
843,31989,19426
844,6968,316029
845,1812,316029
846,29222,316029
847,505710,316029
848,933238,316029
849,18197,1626
850,18199,1626
851,47991,12104
852,71247,12104
853,71248,12104
854,71249,12104
855,10158,3112
856,7632,3112
857,8828,3112
858,30537,3112
859,40036,381284
860,6944,381284
861,1005852,381284
862,1269,381284
863,205,381284
864,1925,406
865,72270,406
866,1164,279
867,3999,279
868,4000,279
869,4002,279
870,4001,279
871,9087,631
872,9088,631
873,9089,631
874,9090,631
875,9091,631
876,380,11778
877,3096,11778
878,47879,11778
879,4690,11778
880,5064,11778
881,1539216,369557
882,86232,369557
883,33394,369557
884,49735,369557
885,1007683,369557
886,1578123,393729
887,6968,146233
888,131,146233
889,17142,146233
890,49,146233
891,6832,146233
892,228012,310569
893,120019,38286
894,120020,38286
895,120025,38286
896,7543,38286
897,134,68718
898,27319,68718
899,6193,68718
900,11703,68718
901,2231,68718
902,10055,666
903,10057,666
904,10059,666
905,10061,666
906,10062,666
907,39953,17295
908,204419,293299
909,176035,293299
910,3635,396
911,5341,396
912,18364,396
913,18365,396
914,15135,5511
915,27440,5511
916,43814,5511
917,43815,5511
918,20945,5511
919,11390,947
920,12248,947
921,5401,947
922,10018,947
923,14242,934
924,11937,934
925,14243,934
926,14227,934
927,1452046,466282
928,1253353,466282
929,93377,466282
930,1683266,466282
931,1350469,466282
932,13565,5924
933,4483,5924
934,15666,5924
935,14062,5924
936,2516,5924
937,2,1892
938,3,1892
939,4,1892
940,3799,1892
941,6,1892
942,30210,3083
943,854,3083
944,4113,3083
945,30211,3083
946,30002,3083
947,2090,25364
948,20418,25364
949,78304,25364
950,14975,25364
951,71580,379170
952,7060,379170
953,1218303,379170
954,11278,379170
955,34546,379170
956,103,113833
957,5374,113833
958,66743,113833
959,1204,113833
960,221611,113833
961,1205,28178
962,11148,28178
963,1206,28178
964,11398,28178
965,20376,28178
966,66957,451945
967,1795151,451945
968,68816,451945
969,2638,213
970,2639,213
971,2091,213
972,2641,213
973,2642,213
974,190,938
975,4078,938
976,14276,938
977,14277,938
978,12266,827
979,12267,827
980,2566,827
981,12268,827
982,56322,150540
983,169200,150540
984,21125,150540
985,19278,150540
986,59258,150540
987,670,10681
988,60074,10681
989,20753,10681
990,52763,7508
991,110,334533
992,146750,334533
993,1261400,334533
994,1024722,334533
995,1504947,334533
996,643,10404
997,64988,10404
998,123739,505192
999,100766,505192
1000,1130611,505192
1001,6856,1091
1002,65827,1091
1003,11065,1091
1004,15417,1091
1005,15413,1091
1006,31070,3175
1007,31071,3175
1008,2264,3175
1009,37777,3175
1010,22703,3175
1011,2201,11656
1012,70359,11656
1013,6662,11656
1014,48574,11656
1015,3061,627
1016,1125,627
1017,9012,627
1018,18023,627
1019,9015,627
1020,10297,152532
1021,9278,152532
1022,7499,152532
1023,81681,152532
1024,18324,152532
1025,15397,15383
1026,12267,15383
1027,19162,15383
1028,12266,15383
1029,35003,15383
1030,380,524
1031,4430,524
1032,4517,524
1033,4512,524
1034,7167,524
1035,6450,10774
1036,8252,10774
1037,29903,10774
1038,3087,10774
1039,66712,10774
1040,13848,962
1041,14434,962
1042,14435,962
1043,14437,962
1044,14438,962
1045,4958,596
1046,8515,596
1047,8516,596
1048,8517,596
1049,7450,3777
1050,33761,3777
1051,30469,3777
1052,7453,3777
1053,7454,3777
1054,6193,106646
1055,21007,106646
1056,234352,106646
1057,3497,106646
1058,3026,106646
1059,7499,31011
1060,98,31011
1061,9824,31011
1062,19115,31011
1063,7026,31011
1064,16896,5925
1065,9221,5925
1066,13565,5925
1067,4786,5925
1068,12250,5925
1069,5294,76203
1070,17288,76203
1071,1267329,76203
1072,71580,76203
1073,17142,76203
1074,37632,266856
1075,72855,266856
1076,23458,266856
1077,16358,266856
1078,973,100
1079,974,100
1080,975,100
1081,976,100
1082,980,100
1083,23891,21634
1084,10205,21634
1085,15319,21634
1086,76470,21634
1087,6069,21634
1088,235332,33320
1089,1680,33320
1090,23988,33320
1091,39195,398924
1092,28781,398924
1093,3,78
1094,585,78
1095,586,78
1096,587,78
1097,588,78
1098,24366,11010
1099,10777,11010
1100,14149,11010
1101,5401,405
1102,5402,405
1103,5403,405
1104,5404,405
1105,13709,31442
1106,1190992,31442
1107,13708,31442
1108,69310,25376
1109,93647,25376
1110,93648,25376
1111,93650,25376
1112,1739118,435129
1113,514,829
1114,6450,829
1115,6593,829
1116,12295,829
1117,12296,829
1118,854,93
1119,855,93
1120,856,93
1121,857,93
1122,860,93
1123,190,13223
1124,74308,13223
1125,74309,13223
1126,74312,13223
1127,10138,13223
1128,56843,381341
1129,120832,381341
1130,146464,381341
1131,128748,381341
1132,586953,381341
1133,1680,149
1134,1681,149
1135,16828,400928
1136,1172108,400928
1137,30083,400928
1138,213001,400928
1139,6944,400928
1140,139,414419
1141,140,414419
1142,2535,414419
1143,589,414419
1144,141,414419
1145,380,1578
1146,4517,1578
1147,14702,1578
1148,7164,1578
1149,27811,142061
1150,42160,142061
1151,56930,142061
1152,2136,142061
1153,190,33
1154,193,33
1155,192,33
1156,194,33
1157,3710,33
1158,34923,9323
1159,40451,9323
1160,20664,9323
1161,8487,804
1162,1932,804
1163,11998,804
1164,11999,804
1165,3359,223
1166,3360,223
1167,3361,223
1168,3362,223
1169,3363,223
1170,3460,3034
1171,1039,3034
1172,29802,3034
1173,29803,3034
1174,9599,3034
1175,10980,673
1176,10989,673
1177,10990,673
1178,64,673
1179,11207,673
1180,139,24
1181,140,24
1182,2535,24
1183,589,24
1184,141,24
1185,529,337960
1186,235416,337960
1187,57829,337960
1188,267962,5544
1189,25466,5544
1190,44021,5544
1191,24422,5544
1192,7569,10238
1193,8742,10238
1194,11916,10238
1195,38127,10238
1196,73457,118340
1197,8691,118340
1198,543530,118340
1199,12835,118340
1200,51329,118340
1201,2440,234200
1202,11356,234200
1203,17287,234200
1204,14887,234200
1205,125660,234200
1206,2405,194
1207,2406,194
1208,2407,194
1209,2408,194
1210,1654,194
1211,240240,60243
1212,559566,60243
1213,190,70
1214,448,70
1215,192,70
1216,449,70
1217,450,70
1218,47,16
1219,50,16
1220,52,16
1221,53,16
1222,6748,16
1223,37131,8290
1224,11187,8290
1225,29427,8290
1226,19613,8290
1227,56198,8885
1228,31070,11293
1229,68890,11293
1230,29803,11293
1231,12296,11293
1232,14061,1675
1233,1653,1675
1234,18766,1675
1235,24499,1675
1236,31,862
1237,12898,862
1238,7167,862
1239,12900,862
1240,21658,16804
1241,70626,16804
1242,509344,359156
1243,1395660,359156
1244,1100,280
1245,2713,280
1246,418,280
1247,820,280
1248,75027,280
1249,20710,2011
1250,236016,2011
1251,50,2011
1252,10917,2011
1253,4818,27670
1254,41342,27670
1255,122023,27670
1256,27433,25606
1257,31614,25606
1258,106346,25606
1259,1190206,593
1260,8474,593
1261,8475,593
1262,1190992,593
1263,880,210577
1264,10882,210577
1265,1308445,210577
1266,41686,210577
1267,80602,210577
1268,52763,20453
1269,85519,20453
1270,53674,20453
1271,35779,20453
1272,116,4348
1273,15576,4348
1274,10882,4348
1275,55636,4348
1276,14869,20334
1277,854,20334
1278,9067,20334
1279,24820,20334
1280,85956,20334
1281,30614,313369
1282,54693,313369
1283,113461,313369
1284,14892,313369
1285,18999,313369
1286,68812,14160
1287,80676,14160
1288,290,14160
1289,10,14160
1290,18792,14160
1291,25780,7857
1292,8252,826
1293,12248,826
1294,10018,826
1295,12249,826
1296,12250,826
1297,5763,10227
1298,11856,7984
1299,4935,7984
1300,7056,7984
1301,28743,7984
1302,13328,7984
1303,4165,301
1304,4299,301
1305,4300,301
1306,4302,301
1307,4301,301
1308,217924,13398
1309,17419,399174
1310,819,399174
1311,12438,399174
1312,1532,399174
1313,37505,4497
1314,9768,4497
1315,14821,4497
1316,16311,4497
1317,15196,20126
1318,44959,20126
1319,80503,20126
1320,9766,20126
1321,85648,20126
1322,3033,235
1323,741,235
1324,3034,235
1325,3035,235
1326,2628,235
1327,1229,115
1328,1230,115
1329,884,115
1330,1231,115
1331,1233,115
1332,524,752
1333,1331,752
1334,9029,752
1335,11275,752
1336,5049,752
1337,6193,640
1338,31,640
1339,4690,640
1340,8349,640
1341,136761,640
1342,45982,32480
1343,4962,32480
1344,24608,32480
1345,24597,32480
1346,226029,32480
1347,10538,770
1348,11492,770
1349,8725,770
1350,11493,770
1351,11498,770
1352,62,745
1353,3051,745
1354,11616,745
1355,9640,745
1356,2680,745
1357,2638,303
1358,4111,303
1359,4113,303
1360,4343,303
1361,2176,6977
1362,3810,6977
1363,16851,6977
1364,57755,6977
1365,9015,6977
1366,42802,348892
1367,37233,348892
1368,85047,348892
1369,2491,198
1370,2493,198
1371,2494,198
1372,2495,198
1373,5788,15794
1374,13579,15794
1375,8254,15794
1376,78791,15794
1377,93210,122906
1378,53714,122906
1379,2440,122906
1380,1095524,122906
1381,30083,122906
1382,73421,152601
1383,1245,152601
1384,9273,152601
1385,108916,152601
1386,59315,152601
1387,2888,1402
1388,120724,1402
1389,9030,1402
1390,14852,1402
1391,592370,203217
1392,557414,203217
1393,567575,203217
1394,10,13929
1395,10205,679
1396,2712,679
1397,2714,679
1398,10206,679
1399,2461,197
1400,2462,197
1401,1957,197
1402,2463,197
1403,2464,197
1404,55125,8327
1405,70131,11953
1406,70626,11953
1407,70133,11953
1408,7453,11953
1409,71027,11953
1410,3,85
1411,650,85
1412,652,85
1413,655,85
1414,653,85
1415,1168935,242828
1416,1039305,242828
1417,27776,242828
1418,4990,242828
1419,72606,242828
1420,21702,10674
1421,776,10674
1422,14592,10674
1423,140567,10674
1424,617,81
1425,616,81
1426,118,152742
1427,38941,152742
1428,104632,152742
1429,55636,152742
1430,1133330,152742
1431,1243,696
1432,3092,696
1433,4776,696
1434,10447,696
1435,5064,696
1436,1260745,24480
1437,53714,11036
1438,30614,11036
1439,4800,11036
1440,16896,11036
1441,9880,11036
1442,10722,762
1443,280,762
1444,10713,762
1445,10707,762
1446,4347,982
1447,14729,982
1448,14730,982
1449,14732,982
1450,7302,982
1451,12725,851
1452,12726,851
1453,12727,851
1454,12728,851
1455,46593,5915
1456,4726,5915
1457,227,5915
1458,20089,5915
1459,1425019,320007
1460,49767,320007
1461,1285450,320007
1462,520561,320007
1463,28432,320007
1464,3000,234
1465,3001,234
1466,3007,234
1467,103,314365
1468,2232,314365
1469,53714,314365
1470,23626,314365
1471,21134,314365
1472,4110,963
1473,13992,963
1474,14450,963
1475,2094,963
1476,14451,963
1477,1013156,335578
1478,1037348,335578
1479,223477,335578
1480,13688,71157
1481,76820,71157
1482,81054,71157
1483,64210,71157
1484,16283,1280
1485,16284,1280
1486,3905,275
1487,3910,275
1488,884,275
1489,53,275
1490,3906,275
1491,11492,3078
1492,30155,3078
1493,30156,3078
1494,30157,3078
1495,30158,3078
1496,3381,14580
1497,77081,14580
1498,96283,14580
1499,96284,14580
1500,18391,14580
1501,1158,6075
1502,2228,6075
1503,14698,6075
1504,5723,6075
1505,2310,144
1506,2311,144
1507,2313,144
1508,2314,144
1509,14812,1628
1510,18216,1628
1511,18217,1628
1512,18218,1628
1513,18219,1628
1514,190,391
1515,16309,391
1516,14276,391
1517,16310,391
1518,16311,391
1519,4783,329
1520,4784,329
1521,4785,329
1522,4786,329
1523,3636,903
1524,12950,903
1525,8962,903
1526,5048,903
1527,569,76
1528,1146,76
1529,571,76
1530,572,76
1531,15397,25253
1532,24379,25253
1533,39645,25253
1534,24903,25253
1535,37992,25253
1536,3636,990
1537,14882,990
1538,6721,990
1539,862,990
1540,14883,990
1541,1904,2108
1542,21625,2108
1543,2880,2108
1544,21624,2108
1545,12851,2108
1546,60073,169813
1547,17487,169813
1548,481337,169813
1549,17838,169813
1550,1200864,169813
1551,2395,873
1552,13307,873
1553,2047,873
1554,13308,873
1555,13309,873
1556,77996,14574
1557,224188,14574
1558,21657,14574
1559,11207,14574
1560,36669,14574
1561,3556,11482
1562,6553,11482
1563,19550,11482
1564,24422,11482
1565,7632,11482
1566,20141,16391
1567,91617,16391
1568,30126,16391
1569,99905,16391
1570,71784,16391
1571,131,141
1572,20089,141
1573,723,141
1574,1579,141
1575,69597,141
1576,934,453
1577,228,453
1578,6161,453
1579,290,453
1580,6162,453
1581,10538,702
1582,3084,702
1583,10539,702
1584,9857,702
1585,11534,776
1586,11535,776
1587,9744,776
1588,11537,776
1589,11538,776
1590,6194,33602
1591,11514,33602
1592,15887,33602
1593,11064,33602
1594,110987,33602
1595,119263,37797
1596,87662,37797
1597,135025,37797
1598,2565,4480
1599,16927,4480
1600,6012,4480
1601,3051,24238
1602,1233,24238
1603,8783,24238
1604,22,24238
1605,92731,24238
1606,83768,22843
1607,9711,22843
1608,40325,22843
1609,854,11787
1610,2667,11787
1611,70492,11787
1612,15978,11787
1613,30228,11787
1614,7569,11602
1615,6649,11602
1616,2201,11602
1617,69981,11602
1618,1206334,428493
1619,1672241,428493
1620,10985,428493
1621,9138,428493
1622,2310,613
1623,5644,613
1624,680,613
1625,8796,613
1626,8797,613
1627,19207,25188
1628,1229,25188
1629,1036,25188
1630,8258,25188
1631,9599,25188
1632,1188,113
1633,112561,200727
1634,237455,200727
1635,116263,200727
1636,66442,200727
1637,1325961,200727
1638,1158,949
1639,380,949
1640,5576,949
1641,10127,949
1642,3197,949
1643,1243,703
1644,3092,703
1645,10555,703
1646,10556,703
1647,10557,703
1648,4783,371645
1649,1139349,371645
1650,1288797,371645
1651,15298,371645
1652,82666,371645
1653,30766,11898
1654,2924,11898
1655,45466,11898
1656,12248,11898
1657,3489,1018
1658,15007,1018
1659,15009,1018
1660,15008,1018
1661,6486,1018
1662,8252,632
1663,9108,632
1664,834,632
1665,7347,632
1666,9109,632
1667,139,393
1668,141,393
1669,589,393
1670,147,393
1671,116027,10386
1672,12835,10386
1673,4491,10386
1674,18688,10386
1675,4443,10386
1676,35742,26022
1677,55061,26022
1678,35792,26022
1679,1699129,483184
1680,131630,483184
1681,132849,483184
1682,128456,483184
1683,75912,13855
1684,75913,13855
1685,75914,13855
1686,240082,13855
1687,1004,925
1688,15531,925
1689,15532,925
1690,6396,925
1691,4808,925
1692,35849,136
1693,1507,136
1694,1508,136
1695,1509,136
1696,20501,16305
1697,79245,16305
1698,33007,16305
1699,21510,16305
1700,13966,16305
1701,10980,671
1702,10989,671
1703,10990,671
1704,194,671
1705,10993,671
1706,78423,382591
1707,11291,382591
1708,90681,382591
1709,61364,382591
1710,1352,8416
1711,34027,8416
1712,3281,8416
1713,24590,8416
1714,1269,581
1715,1581,581
1716,6804,581
1717,7853,581
1718,122468,14069
1719,1137,108
1720,1139,108
1721,1141,108
1722,2227,553
1723,7569,553
1724,7570,553
1725,1642,553
1726,6162,553
1727,21177,9421
1728,26887,9421
1729,24832,9421
1730,53425,9421
1731,12497,845
1732,12499,845
1733,12498,845
1734,12500,845
1735,12505,845
1736,61256,17483
1737,65475,17483
1738,40060,17483
1739,3359,993
1740,3895,993
1741,69310,265195
1742,19803,265195
1743,3618,265195
1744,141455,265195
1745,114811,265195
1746,3829,269
1747,3830,269
1748,3573,269
1749,3831,269
1750,15265,1075
1751,15268,1075
1752,72782,24653
1753,73475,24653
1754,14541,9479
1755,531,9479
1756,11514,9479
1757,21282,9479
1758,13243,9479
1759,2638,4808
1760,1932,4808
1761,6837,4808
1762,5563,4808
